421province,alternateNames,district,Code
Kapisa,"Hissa-e-Duwumi Kohistan, Hisah-e Dowum-e Kohistan, Kohistan-I-Duwum.  (There is also a Hissa-e-Awali Kohistan in Kapisa, a Kohistan in Badakhshan, another Kohistan in Faryab, and a Kohistanat in Saripul.)",Hissa-e-Duwumi Kohistan,0202
Kapisa,"Koh Band, Kohband.",Koh Band,0203
Kapisa,"Mahmood Raqi, Mahmudi Raqi, Mahmud-e-Raqi.",Mahmood Raqi,0201
Kapisa,"Nijrab, Nejrab.",Nijrab,0205
Kapisa,Tagab.,Tagab,0206
Khost,"Baak, Bak.",Baak,1409
Khost,Gurbuz.,Gurbuz,1403
Khost,"Jaji Maidan, Jajimaydan, Jaji, Zazi Maidan, Zazi, Zazai.",Jaji Maidan,1413
Khost,"Khost, Matun.",Khost,1401
Khost,"Manduzay, Esmayel Khil, Mandozayi, Manduzai, Ismail Khel, Mando Zayi.",Manduzay,1402
Khost,"Musa Khel, Musakhel, Musakhil.",Musa Khel,1405
Khost,"Nadir Shah Kot, Nadirshahkot.",Nadir Shah Kot,1406
Khost,Qalandar.,Qalandar,1410
Khost,"Sabari, Sabaro, Yaqubi.",Sabari,1407
Khost,"Shamul, Shamal.",Shamul,1412
Khost,"Spera, Sperah.",Spera,1411
Khost,"Tanay, Tani.",Tanay,1404
Khost,"Tirzayee, Terezayi, Tere Zayi, Ali Sher, Alisher.",Tirzayee,1408
Kunar,"Asad Abad, Asadabad.",Asad Abad,1501
Kunar,"Bar Kunar, Bar Konar, Barkunar, Asmar.",Bar Kunar,1508
Kunar,"Chapa Dara, Chapah Darah, Chapadara.",Chapa Dara,1513
Kunar,Dangam.,Dangam,1512
Kunar,"Dara-e-Pech, Dara-I-Pech, Darah-ye Pech, Pech Dara, Mano Gai, Manogai, Manogay.",Dara-e-Pech,1507
Kunar,"Ghazi Abad, Ghaziabad.",Ghazi Abad,1511
Kunar,"Khas Kunar, Khaskunar, Khas.",Khas Kunar,1510
Kunar,"Marawara, Marwara.",Marawara,1502
Kunar,"Narang Wa Badil, Narang.",Narang Wa Badil,1504
Kunar,"Nari, Naray.",Nari,1515
Kunar,"Noorgal, Nurgal.",Noorgal,1514
Kunar,"Sar Kani, Sarkani, Sarkano.",Sar Kani,1505
Kunar,"Sawkai, Sowkay, Chawkai, Chowkay, Chawkey, Tsokey, Sewki.",Sawkai,1509
Kunar,"Sheltan, Soltan.  (The Shigal and the Sheltan areas are combined as ""Shigal wa Sheltan"" in the 399 and 407 sets, but are separate districts in the 419 and 421 sets.)",Sheltan,1516
Kunar,"Shigal, Shigal wa Sheltan. (The Shigal and the Sheltan areas are combined as ""Shigal wa Sheltan"" in the 399 and 407 sets, but are separate districts in the 419 and 421 sets.)",Shigal,1506
Kunar,"Watapoor, Watahpur, Watapur.",Watapoor,1503
Kunduz,"Ali Abad, Aliabad.",Ali Abad,1903
Kunduz,Aqtash.  (Aqtash is part of Khan Abad in the 399 and 407 sets.),Aqtash,1910
Kunduz,"Calbad, Galbad, Kalbad, Qulbad.  (Calbad is part of Dasht-e-Archi in the 399 and 407 sets.)",Calbad,1908
Kunduz,"Chahar Darah, Chardarah, Chardara.",Chahar Darah,1902
Kunduz,"Dasht-e-Archi, Dasht-i-Archi.  (Calbad is part of Dasht-e-Archi in the 399 and 407 sets.)",Dasht-e-Archi,1906
Kunduz,"Gurtipa, Gortepa, Gultepa (incorrect)..  (Gurtepa is part of the Kunduz capital district in the 399 and 407 sets.)",Gurtipa,1909
Kunduz,"Imam Sahib, Hazrati Imam Sahib, Emamsaheb, Emam Sahib.",Imam Sahib,1905
Kunduz,"Khan Abad, Khanabad.  (Aqtash district is part of Khan Abad in the 399 and 407 sets.)",Khan Abad,1904
Kunduz,"Kunduz, Konduz.  (Gurtepa is part of the Kunduz capital district in the 399 and 407 sets.)",Kunduz,1901
Kunduz,"Qala-e-Zal, Qala-i-Zal, Qal'ah-ye Zal.",Qala-e-Zal,1907
Laghman,"Alingar, Ali Negar, Alinegar.",Alingar,0704
Laghman,"Alishing, Alisheng.",Alishing,0703
Laghman,"Bad Pash, Badpash, Bad Pakh, Badpakh, Bad Pakh Shaitan.  (Bak Pash is part of Mehterlam in the 399 set.)",Bad Pash,0706
Laghman,"Dawlat Shah, Dawlatshah.  (There is also a Dawlatyar in Ghor, a Dawlatabad in Balkh, and another Dawlat Abad in Faryab.)",Dawlat Shah,0705
Laghman,"Mehterlam, Mehtarlam, Mehtar Lam, Meterlam (incorrect).  (Bak Pash is part of Mehterlam in the 399 set.)",Mehterlam,0701
Laghman,"Qarghayee, Ghani Khel, Qarghayi, Qarghah'i, Ghanikhel, Ghanikhil.  (There is also a Ghani Khel (aka Shinwar) district in Nangarhar.)",Qarghayee,0702
Logar,Azra.,Azra,0507
Logar,"Baraki Barak, Barakibarak, Barak-e-Barak.",Baraki Barak,0502
Logar,"Charkh, Tchark.",Charkh,0503
Logar,Kharwar.,Kharwar,0506
Logar,"Khushi, Khoshi.",Khushi,0504
Logar,"Mohammad Agha, Mohammadagha.",Mohammad Agha,0505
Logar,"Puli Alam, Pul-e-Alam, Pul-i-Alam.",Puli Alam,0501
Nangarhar,"Achin, Achen, Acheen, Achine.  (Spingar is part of Achin in the 399 and 407 sets.)",Achin,0615
Nangarhar,"Bati Kot, Batikot.",Bati Kot,0609
Nangarhar,"Behsud, Bihsud, Behsod.  (There is a Markaz-e-Behsud district, and a Hise-e-Awal-e-Behsud district, both in Wardak.",Behsud,0602
Nangarhar,Chaparhar.,Chaparhar,0604
Nangarhar,"Darah-e-Noor, Dara-e-Nur, Darah-ye-Nur, Dara Nur.",Darah-e-Noor,0612
Nangarhar,"Deh Bala, Dehbala, Haska Mina, Haska Mena.",Deh Bala,0610
Nangarhar,"Dur Baba, Durbaba.",Dur Baba,0622
Nangarhar,Goshta.,Goshta,0614
Nangarhar,"Hesarak, Hisarak, Hesarak Ghaljai.",Hesarak,0621
Nangarhar,"Jalalabad, Djalalabad.",Jalalabad,0601
Nangarhar,"Kama, Kamah.",Kama,0605
Nangarhar,"Khugyani, Khogyani, Khogiani.",Khugyani,0608
Nangarhar,Kot.,Kot,0613
Nangarhar,"Kuzkunar, Kuz Kunar, Khewa.",Kuzkunar,0606
Nangarhar,"Lalpoor, Lalpur, La'lpur, Lalpor, Lal Pur.",Lalpoor,0618
Nangarhar,"Muhmand Dara, Mohmand Darah, Muhmand Dara, Mohmandara, Muhmanddara. (There is also Mohmand Dara valley in Achin.)",Muhmand Dara,0617
Nangarhar,"Nazyan, Nazian, Naziyan.",Nazyan,0620
Nangarhar,"Pachir Wa Agam, Pachiragam.",Pachir Wa Agam,0611
Nangarhar,Rodat.,Rodat,0607
Nangarhar,"Sher Zad, Sherzad, Shir Zad, Shirzad.",Sher Zad,0619
Nangarhar,"Shinwar, Ghanikhel, Ghani Kahil.  (There is also a Ghani Khel (aka  Qarghayee) district in Laghman.)",Shinwar,0616
Nangarhar,"Spingar, Spinghar, Spin Gar, Spin Ghar.  (Spingar district is part of Achin in the 399, 401 and 407 districts, but separate in the 421 set.)",Spinghar,0623
Nangarhar,"Surkh Rud, Surkhrud, Surkh Rod, Surkhrod, Sorkh Roud.",Surkh Rud,0603
Nimroz,Chakhansur,Asl-i-Chakhansur,3403
Nimroz,"Char Burjak, Chahar Burjak, Charburjak.",Char Burjak,3404
Nimroz,"Dilaram, Delaram.  (Dilaram is part of Kashrod in the 399 district set.)",Dilaram,3406
Nimroz,"Kang, Qafak.",Kang,3402
Nimroz,"Khashrod, Khash Rod, Khash Rud, Khashrud.  (Dilaram is part of Kashrod in the 399 set.)",Khashrod,3405
Nimroz,Zaranj.,Zaranj,3401
Nuristan,"Bargi Matal, Barg-i-Matal, Barg-e-Matal, Barg-e-Mataal, Bargromatal.",Bargi Matal,1608
Nuristan,"Duab, Do Ab, Duâ€™ab.",Duab,1605
Nuristan,"Kamdesh, Kamdish.",Kamdesh,1606
Nuristan,Mandol.,Mandol,1607
Nuristan,"Noor Gram, Noorgram, Nurgeram, Norgram, Nurgram, Nangarage.",Noor Gram,1604
Nuristan,"Paroon, Paron, Poruns, Parun, Parune, Prasun.",Paroon,1601
Nuristan,Wama.,Wama,1603
Nuristan,"Waygal, Want Wagal, Wegal, Want Wegal.",Waygal,1602
Paktia,"Shwak, Shawak, Showak.",Shwak,1304
Paktia,"Ahmadabad, Ahmad Abad, Ahmadaba.",Ahmadabad,1302
Paktia,"Dand Patan, Dand wa Patan, Dand-e Patan.  (There is also a Dand district in Kandahar.)",Dand Patan,1311
Paktia,"Garda Siray.  (Garda Siray is part of Waze Zadran in the 399, 407, and 419 district sets.)",Garda Siray,1314
Paktia,Gardez.,Gardez,1301
Paktia,"Jaji, Jaji Maidan, Zazi, Zazi Aryob, Alikhel, Ali Khel, Aryoub Zazai.",Jaji,1307
Paktia,"Jani Khel, Janikhel.  (There is also a Jani Khel in Paktika.)",Jani Khel,1309
Paktia,"Laja Ahmad Khel, Ahmadkhel, Ahmad Khel.  (The Laja Mangel area is included in Laja Ahmad Khel in the 399 set.)",Laja Ahmad Khel,1308
Paktia,"Laja Mangel, Laja Mangal, Lazha Mangal.  (The Laja Mangel area is included in Laja Ahmad Khel in the 399 set.)",Laja Mangel,1312
Paktia,"Mirzaka, Mirzakah, Meer Zaka.  (Mirzaka is part of Sayyid Karam in the 399 set, and split off in the others.)",Mirzaka,1313
Paktia,"Rohany Baba, Rohani Baba.  (Rohany Baba is part of Zurmat in the 399, 407 and 419 sets.)",Rohany Baba,1315
Paktia,"Samkani, Chamkani, Chamkani, Tchamkani, Tsamkani, Samkani, Samkanai.",Samkani,1310
Paktia,"There is also a Sayyad district in Sar-e-Pul, a Sayyid Khel in Parwan, and a Sayyid Abad district in Wardak.  (Mirzaka is part of Sayyid Karam in the 399 set, and split off in the others.)",Sayyid Karam,1306
Paktia,"Wuza Zadran, Zadran, Dzadran,.  (Garda Siray is part of Waze Zadran in the 399, 407 and 419 sets.)",Wuza Zadran,1305
Paktia,"Zurmat, Zormat.  (Rohany Baba is part of Zurmat in the 399, 407 and 419 sets.)",Zurmat,1303
Paktika,"Barmal, Bermel, Barmel, Bermal.",Barmal,1214
Paktika,"Dila Wa Khushamand, Dila, Dilah, Khushamand.",Dila Wa Khushamand,1216
Paktika,"Giyan, Gayan, Gyan.",Giyan,1215
Paktika,"Gomal, Gumal.  (Chaharbaran is part of Gomal in these district sets, but is often refered to as a district.)",Gomal,1208
Paktika,"Jani Khel, Janikhel.  (There is also a Jani Khel in Paktia.)",Jani Khel,1209
Paktika,"Mata Khan, Matakhan, Mota Khan.",Mata Khan,1202
Paktika,"Nika, Neka, Naka.",Nika,1213
Paktika,"Omna, Omnah.",Omna,1206
Paktika,"Sar Rawza, Sar Hawza, Sarrawzah, Sarhawzah, Sar Hawzeh.",Sar Rawza,1205
Paktika,"Sharan, Sharana.",Sharan,1201
Paktika,"Surubi, Sarobi, Sorubi, Sarubi, Surobi.  (There is also a Sorubi district in Kabul province.)",Surubi,1210
Paktika,"Turwo, Tarwe, Terwa, Turwa.",Turwo,1219
Paktika,"Urgoon, Urgun.",Urgoon,1211
Paktika,"Wazakhwah, Waza Khwa, Wazah Khwah, Wazi Khwa.",Wazakhwah,1217
Paktika,"Wormamay, Wur Mamay, Wormamai, Wormami, Wor Mamay.",Wormamay,1218
Paktika,"Yahya Khel, Yahyakhel, Yahya Khail.",Yahya Khel,1204
Paktika,"Yosuf Khel, Yosufkhel.",Yosuf Khel,1203
Paktika,"Zarghun Shahr, Khair Kot, Katawaz, Zarghunshahr.",Zarghun Shahr,1207
Paktika,"Ziruk, Zeruk, Zerok, Zirok.",Ziruk,1212
Panjsher,"Abshar, Ab Shar.  (Abshar is part of Darah in the 399 set.)",Abshar,0808
Panjsher,Bazarak.,Bazarak,0801
Panjsher,"Darah, Dara.  (Abshar is part of Darah in the 399 set.)",Darah,0803
Panjsher,"Khinj, Khanj, Hissa-e-Awal Panjsher.",Khinj,0804
Panjsher,"Paryan, Parian.",Paryan,0807
Panjsher,"Rukha, Rokha.",Rukha,0802
Panjsher,Shutul.,Shutul,0806
Panjsher,"Unaba, Anawa, Anaba, Hisa-e-Char Panjshir.",Unaba,0805
Parwan,Bagram.,Bagram,0302
Parwan,Charikar.,Charikar,0301
Parwan,"Jabulussaraj, Jabal Saraj, Jablas Saraj, Jabal us Saraj.",Jabulussaraj,0305
Parwan,"Koh-e-Safi, Koh Safi.",Koh-e-Safi,0308
Parwan,Salang.,Salang,0306
Parwan,"Sayyid Khel, Saydkhel. There is also a Sayyad district in Sar-e-Pul, a Sayyid Karam in Paktia, and a Sayyid Abad district in Wardak.",Sayyid Khel,0304
Parwan,"Shaykh Ali, Sheikh Ali, Shekhali, Shaykh 'Ali.",Shaykh Ali,0310
Parwan,Shinwari.  (There is also a Shinwar district in Nangarhar.),Shinwari,0303
Parwan,"Sia Gird, Siagird, Ghorband.",Sia Gird,0307
Parwan,"Surkh Parsa, Surkhi Parsa, Surkh-e-Parsa, Surkhe Parsa, Surkh-o Parsa, Lolinge, Lowlenge.",Surkhi Parsa,0309
Samangan,"Aybak, Aibak.",Aybak,2001
Samangan,"Dara-e-Soof-e-Bala, Darah-ye-Suf-e Bala, Darah-e-Souf-e Bala, Dara-i-Sauf Bala.",Dara-e-Soof-e-Bala,2007
Samangan,"Dara-e-Soof-i-Payin, Darah-ye-Suf-e Pa'in, Dara-e-Sof-e-Payin, Dara-e-Souf-e-Payan, Dara-i-Sauf Paeen.",Dara-e-Soof-i-Payin,2006
Samangan,"Feroz Nakhcheer, Feroznakhchir, Feroz Nakhchir.",Feroz Nakhcheer,2004
Samangan,"Hazrat-e-Sultan, Hazrat Sultan.",Hazrat-e-Sultan,2002
Samangan,"Khuram Wa Sarbagh,Khuram wa Sar Bagh, Khuram Sarbagh.",Khuram Wa Sarbagh,2003
Samangan,"Rui-Do-Ab, Ruy-e-Duab, Ruy Do Ab, Rui Doab, Doab.",Rui-Do-Ab,2005
Saripul,Balkhab.,Balkhab,2207
Saripul,Gosfandi.,Gosfandi,2206
Saripul,"Kohistanat.  (There are Kohistan districts in both Badakhshan and Faryab. There is a Hissa-e-Awali Kohistan, and a Hissa-e Duome Kohistan, both in Kapisa.)",Kohistanat,2203
Saripul,"Sancharak, Sangcharak.",Sancharak,2205
Saripul,"Sar-e-Pul, Saripul, Saripol, Sar-i-Pol.",Sar-e-Pul,2201
Saripul,"Sayyad, Sayad.  (There is also a Sayyid Khel district in Parwan, a Sayyid Karam in Paktika, and a Sayyid Abad district in Wardak.)",Sayyad,2202
Saripul,"Sozma Qala, Sozmaqala, Sozmah Qal'ah.",Sozma Qala,2204
Takhar,Baharak.  (There is also a Baharak in Badakhshan.),Baharak,1803
Takhar,"Bangi, Bangi Qala.",Bangi,1804
Takhar,"Chahab, Chah Ab, Cha-e-Ab, Chahi Ab.",Chahab,1816
Takhar,Chal.,Chal,1805
Takhar,Darqad.,Darqad,1815
Takhar,"Dashti Qala, Dasht-i-Qala, Dasht-e-Qala,, Dasht-e Qal'ah.",Dashti Qala,1812
Takhar,"Eshkamesh, Ishkamish.  (There is also an Eshkashim district in Badakhshan.)",Eshkamesh,1811
Takhar,Farkhar.,Farkhar,1808
Takhar,"Hazar Sumuch, Hazarsumuch, Hazar Sumoch.",Hazar Sumuch,1802
Takhar,Kalafgan.,Kalafgan,1807
Takhar,"Khwaja Bahawuddin, Khwajabahauddin, Khwaja Bahauddin.",Khwaja Bahawuddin,1814
Takhar,"Khwaja Ghar, Khwajaghar, Khoja Ghor.",Khwaja Ghar,1809
Takhar,"Namak Ab, Namakab.",Namak Ab,1806
Takhar,"Rustaq, Rostak.",Rustaq,1810
Takhar,"Taluqan, Taloqan.",Taluqan,1801
Takhar,Warsaj.,Warsaj,1813
Takhar,"Yangi Qala, Yangi Qal'ah.",Yangi Qala,1817
Urozgan,"Chinarto, Chenarto, Chinar Tu.  (Chinarto is part of Chora in the 399 district set)",Chinarto,2507
Urozgan,"Chora, Chorah.  (Chinarto is part of Chora in the 399 district set)",Chora,2503
Urozgan,"Dehraoud, Dehrawud, Deh Rawud, Deh Rawod, Deh Rawood.",Dehraoud,2502
Urozgan,"Gizab, Gezab.  (Patoo is part of Gizab district, and it is part of Daikundi in the 399 and 407 sets.  Gizab (minus Patoo) is part of Urugzan province in the 419 and 421 sets.)",Gizab,2506
Urozgan,"Khas Urozgan, Khasuruzgan, Khas Oruzgan.",Khas Urozgan,2505
Urozgan,"Shahidi Hassas, Shaidi Assas, Charchino, Char China.  (Sia Sang is included in Shahidi Hassas in all district sets, but some consider it to be a district.)",Shahidi Hassas,2504
Urozgan,"Tirinkot, Tirin Kot, Tarinkot, Tarin Kot.",Tirinkot,2501
Wardak,"Chak-e-Wardak, Chak-i-Wardad, Chak.",Chak-e-Wardak,0404
Wardak,"Daimirdad, Daymirdad, Day Mirdad.",Daimirdad,0406
Wardak,"Hissa-e-Awal-e-Behsud, Hesa-e Awal-e Behsud, Hisa-i-Awal-i Bihsud.  (There is also a Markazi Behsud district in Wardak, and a Behsud district in Nangarhar.)",Hissa-e-Awal-e-Behsud,0407
Wardak,"Jaghatu, Jaghato.  (There is also a Jaghatu district in Ghazni.)",Jaghatu,0408
Wardak,"Jalrez, Jalrayz.",Jalrez,0403
Wardak,"Maidan Shahr, Maydan Shahr, Maydanshahr.",Maidan Shahr,0401
Wardak,"Markaz-e-Behsud, Markaz-i-Bihsud.  (There is also a Hisa-e-Awal-e-Behsud district in Wardak, and a Behsud district in Nangarhar.) ",Markaz-e-Behsud,0409
Wardak,Nerkh,Nerkh,0402
Wardak,"Sayyid Abad, Saydabad, Sayyidabad, Sayedabad.  (There is also a Sayyad district in Sar-e-Pul, a Sayyid Karam in Paktia, and a Sayyid Khel in Parwan.)",Sayyid Abad,0405
Zabul,Arghandab.  (There is also an Arghandab in Kandahar.),Arghandab,2605
Zabul,Atghar.,Atghar,2608
Zabul,"Daichopan, Daychopan, Day Chopan.",Daichopan,2607
Zabul,"Kakar, Khak-e-Afghan.",Kakar,2611
Zabul,Mizan.,Mizan,2604
Zabul,"Naw Bahar, Nawbahar.",Naw Bahar,2609
Zabul,Qalat.,Qalat,2601
Zabul,"Shah Joi, Shahjoy, Shajoy, Shahjoi.",Shah Joi,2606
Zabul,"Shemel Zayi, Shamalzai, Shomulzay, Shamulzai.",Shemel Zayi,2610
Zabul,"Shinkai, Shinkay.  (There is also a Shinkai area in Kapisa.  The Surri (or Seuri, Sewray) area is included in Shinkai in all of these district sets.)",Shinkai,2603
Zabul,"Tarnak wa Jaldak, Jeldak, Jaldak, Shahr-e-Safa, Shar-e-Safa.",Tarnak wa Jaldak,2602
End of List,,,
,,,
Footnotes,,,
"(1) Province name:  Province name using generally accepted transliterations. Different district sets use different spellings for some districts.  This list follows the CSO in putting Gizab district in Urugzan, but the 399 sets have it in Daikundi.  ",,,
,"(2) District names... :This list offers a variety of district names and spellings to help the search.  Some of the transliterations are poor, but common. ",,
,,,
,,,
,,,
,,"(6) 421 district set:  Based on the 421 district set by the Afghan CSO in Estimated Populatiuon of Afghanistan 2018-19, June 2018, http://cso.gov.af/en/page/demography-and-socile-statistics/demograph-statistics/3897111  ",